DATE       ,USD ,AED    ,AFN     ,ALL    ,AMD    ,ANG  ,AOA      ,ARS      ,AUD    ,AWG  ,AZN    ,BAM    ,BBD ,BDT      ,BGN    ,BHD    ,BIF     ,BMD ,BND    ,BOB  ,BRL    ,BSD ,BTC           ,BTN     ,BWP     ,BYN    ,BZD ,CAD    ,CDF       ,CHF    ,CLP       ,CNY    ,COP       ,CRC     ,CVE      ,CZK     ,DJF     ,DKK    ,DOP     ,DZD      ,EGP     ,ERN     ,ETB     ,EUR    ,FJD    ,GBP    ,GEL    ,GHS     ,GIP    ,GMD     ,GNF        ,GTQ    ,GYD    ,HKD    ,HNL     ,HRK    ,HTG    ,HUF      ,IDR        ,ILS    ,INR     ,IQD       ,IRR        ,ISK      ,JMD      ,JOD    ,JPY      ,KES      ,KGS     ,KHR    ,KMF      ,KRW       ,KWD    ,KYD    ,KZT      ,LAK        ,LBP     ,LKR      ,LRD      ,LTL    ,LVL   ,LSL     ,LYD    ,MAD     ,MDL     ,MGA      ,MKD     ,MMK       ,MNT      ,MOP    ,MRU     ,MTL    ,MUR     ,MVR    ,MWK       ,MXN     ,MYR    ,MZN     ,NAD   ,NGN      ,NIO     ,NOK     ,NPR      ,NZD    ,OMR    ,PAB ,PEN    ,PGK    ,PHP     ,PKR      ,PLN    ,PYG      ,QAR    ,RON    ,RSD      ,RUB      ,RWF       ,SAR    ,SBD    ,SCR     ,SDG      ,SEK     ,SGD    ,SKK    ,SRD     ,SSP       ,STN     ,SYP       ,SZL     ,THB     ,TJS     ,TMT  ,TND    ,TOP    ,TRY     ,TTD    ,TWD    ,TZS       ,UAH     ,UGX       ,UYU     ,UZS        ,VES          ,VND      ,VUV    ,WST    ,XAF      ,XCD ,XOF      ,XPF      ,YER     ,ZAR     ,ZMW
2000-01-31 ,  1 ,3.6725 ,46.7911 ,139.67 ,529.02 ,     ,  5.8933 ,  0.9995 ,1.5669 ,1.79 ,0.8774 ,1.9975 ,  2 , 51      ,1.9976 ,0.3760 , 642.46 ,  1 ,1.7057 ,6.02 ,1.802  ,  1 ,              ,43.64   , 4.7427 ,0.0359 ,  2 ,1.4517 ,   8.9999 ,1.6495 , 517.89   ,8.2777 ,1976.72   ,299.82  ,109.392  ,36.27   ,177.721 ,7.633  ,16.03   , 70.7292 , 3.405  , 9.6    , 8.143  ,1.0249 ,2.0206 ,0.6179 ,1.97   , 0.3625 ,0.6158 ,11.6788 , 1831.64   ,7.9098 ,181.5  ,7.781  ,14.5744 ,7.8384 ,       ,260.55   , 7425      ,4.082  ,43.65   ,1938.6622 , 1760.8952 , 73.6    , 42.0107 ,0.7089 ,107.33   , 72.8139 ,46.774  ,3790   ,502.4693 ,1124      ,0.3055 ,0.8333 ,139.45   , 7545      , 1507.5 , 73.5    , 41.5    ,4      ,0.588 ,        ,0.4687 ,10.246  ,12.6984 ,1354.276 ,61.5696 ,   6.3217 ,1087.61  ,8.0136 ,22.585  ,0.4180 ,25.5735 ,11.77  ,  46.6045 , 9.64   ,3.8    ,13.604  ,      , 98.9    ,12.379  , 8.301  , 68.725  ,2.0189 ,0.3845 ,    ,3.492  ,3.1152 ,40.39   , 51.7892 ,4.2076 ,3364.99  ,3.64   ,1.8465 ,         , 28.55   , 359.0512 ,3.75   ,5.0761 , 5.4434 ,  2.574  , 8.815  ,1.701  ,42.945 , 0.9875 ,          , 7.35   ,  11.225  , 6.3075 ,37.55   , 1.55   ,5200 ,1.2755 ,1.6398 , 0.5592 ,6.2997 ,30.75  , 800.41   , 5.4755 ,1542.7    ,        ,  141.88   ,      0.6558 ,14053    ,129.67 ,3.1152 ,669.9591 ,2.7 ,669.9591 ,121.8789 , 161.09 , 6.3125 , 2.6618
2000-02-01 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5835 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.795  ,    ,              ,        ,        ,       ,    ,1.4468 ,          ,1.654  ,          ,8.2774 ,          ,        ,         ,        ,        ,7.6445 ,        ,         ,        ,        ,        ,1.0276 ,       ,0.6191 ,       ,        ,       ,        ,           ,       ,       ,7.7807 ,        ,       ,       ,         ,           ,       ,43.62   ,          ,           ,         ,         ,       ,107.67   ,         ,        ,       ,         ,1127      ,       ,       ,         ,           ,        , 73.55   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.597  ,3.8    ,        ,      ,         ,        , 8.277  ,         ,2.0391 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.768  ,1.699  ,       ,        ,          ,        ,          ,        ,37.51   ,        ,     ,       ,       ,        ,       ,31.75  ,          ,        ,          ,        ,           ,      0.6562 ,         ,       ,       ,         ,    ,         ,         ,        , 6.28   ,  
2000-02-02 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5723 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.785  ,    ,              ,        ,        ,       ,    ,1.4435 ,          ,1.6502 ,          ,8.2773 ,          ,        ,         ,        ,        ,7.6215 ,        ,         ,        ,        ,        ,1.0237 ,       ,0.6226 ,       ,        ,       ,        ,           ,       ,       ,7.7805 ,        ,       ,       ,         ,           ,       ,43.65   ,          ,           ,         ,         ,       ,108.4    ,         ,        ,       ,         ,1131      ,       ,       ,         ,           ,        , 73.25   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.575  ,3.8    ,        ,      ,         ,        , 8.225  ,         ,2.0416 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.708  ,1.6985 ,       ,        ,          ,        ,          ,        ,37.65   ,        ,     ,       ,       ,        ,       ,30.8   ,          ,        ,          ,        ,           ,      0.6571 ,         ,       ,       ,         ,    ,         ,         ,        , 6.2825 ,  
2000-02-03 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5656 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.775  ,    ,              ,        ,        ,       ,    ,1.4417 ,          ,1.6255 ,          ,8.2781 ,          ,        ,         ,        ,        ,7.52   ,        ,         ,        ,        ,        ,1.0114 ,       ,0.6240 ,       ,        ,       ,        ,           ,       ,       ,7.7812 ,        ,       ,       ,         ,           ,       ,43.65   ,          ,           ,         ,         ,       ,107.92   ,         ,        ,       ,         ,1130.5    ,       ,       ,         ,           ,        , 73.55   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.51   ,3.8    ,        ,      ,         ,        , 8.158  ,         ,2.0132 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.577  ,1.6925 ,       ,        ,          ,        ,          ,        ,37.59   ,        ,     ,       ,       ,        ,       ,30.8   ,          ,        ,          ,        ,           ,      0.657  ,         ,       ,       ,         ,    ,         ,         ,        , 6.2575 ,  
2000-02-04 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5835 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.773  ,    ,              ,        ,        ,       ,    ,1.4467 ,          ,1.647  ,          ,8.2788 ,          ,        ,         ,        ,        ,7.626  ,        ,         ,        ,        ,        ,1.0245 ,       ,0.6283 ,       ,        ,       ,        ,           ,       ,       ,7.781  ,        ,       ,       ,         ,           ,       ,43.65   ,          ,           ,         ,         ,       ,107.54   ,         ,        ,       ,         ,1130      ,       ,       ,         ,           ,        , 73.55   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.481  ,3.8    ,        ,      ,         ,        , 8.27   ,         ,2.0283 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.663  ,1.693  ,       ,        ,          ,        ,          ,        ,37.55   ,        ,     ,       ,       ,        ,       ,30.8   ,          ,        ,          ,        ,           ,      0.6573 ,         ,       ,       ,         ,    ,         ,         ,        , 6.286  ,  
2000-02-07 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5775 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.77   ,    ,              ,        ,        ,       ,    ,1.4457 ,          ,1.6426 ,          ,8.2788 ,          ,        ,         ,        ,        ,7.609  ,        ,         ,        ,        ,        ,1.0221 ,       ,0.6282 ,       ,        ,       ,        ,           ,       ,       ,7.782  ,        ,       ,       ,         ,           ,       ,43.64   ,          ,           ,         ,         ,       ,108.75   ,         ,        ,       ,         ,1129.6    ,       ,       ,         ,           ,        , 73.5    ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.436  ,3.8    ,        ,      ,         ,        , 8.259  ,         ,2.0259 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.66   ,1.6958 ,       ,        ,          ,        ,          ,        ,37.75   ,        ,     ,       ,       ,        ,       ,30.8   ,          ,        ,          ,        ,           ,      0.6573 ,         ,       ,       ,         ,    ,         ,         ,        , 6.2905 ,  
2000-02-08 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5740 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.765  ,    ,              ,        ,        ,       ,    ,1.4473 ,          ,1.6301 ,          ,8.2788 ,          ,        ,         ,        ,        ,7.5455 ,        ,         ,        ,        ,        ,1.0139 ,       ,0.6209 ,       ,        ,       ,        ,           ,       ,       ,7.7809 ,        ,       ,       ,         ,           ,       ,43.63   ,          ,           ,         ,         ,       ,109.59   ,         ,        ,       ,         ,1129.5    ,       ,       ,         ,           ,        , 73.6    ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.402  ,3.8    ,        ,      ,         ,        , 8.1835 ,         ,2.0242 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.595  ,1.6968 ,       ,        ,          ,        ,          ,        ,37.64   ,        ,     ,       ,       ,        ,       ,30.75  ,          ,        ,          ,        ,           ,      0.6577 ,         ,       ,       ,         ,    ,         ,         ,        , 6.299  ,  
2000-02-09 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5760 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.77   ,    ,              ,        ,        ,       ,    ,1.4443 ,          ,1.6232 ,          ,8.2788 ,          ,        ,         ,        ,        ,7.504  ,        ,         ,        ,        ,        ,1.0086 ,       ,0.6205 ,       ,        ,       ,        ,           ,       ,       ,7.781  ,        ,       ,       ,         ,           ,       ,43.65   ,          ,           ,         ,         ,       ,109.11   ,         ,        ,       ,         ,1124      ,       ,       ,         ,           ,        , 73.6    ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.399  ,3.8    ,        ,      ,         ,        , 8.145  ,         ,2.0325 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.544  ,1.6918 ,       ,        ,          ,        ,          ,        ,37.55   ,        ,     ,       ,       ,        ,       ,30.65  ,          ,        ,          ,        ,           ,      0.6585 ,         ,       ,       ,         ,    ,         ,         ,        , 6.32   ,  
2000-02-10 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5822 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.77   ,    ,              ,        ,        ,       ,    ,1.45   ,          ,1.628  ,          ,8.2788 ,          ,        ,         ,        ,        ,7.547  ,        ,         ,        ,        ,        ,1.0136 ,       ,0.6227 ,       ,        ,       ,        ,           ,       ,       ,7.782  ,        ,       ,       ,         ,           ,       ,43.58   ,          ,           ,         ,         ,       ,108.74   ,         ,        ,       ,         ,1121      ,       ,       ,         ,           ,        , 72.82   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.4365 ,3.8    ,        ,      ,         ,        , 8.175  ,         ,2.0263 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.585  ,1.6929 ,       ,        ,          ,        ,          ,        ,37.42   ,        ,     ,       ,       ,        ,       ,30.65  ,          ,        ,          ,        ,           ,      0.6587 ,         ,       ,       ,         ,    ,         ,         ,        , 6.3425 ,  
2000-02-11 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5918 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.767  ,    ,              ,        ,        ,       ,    ,1.4515 ,          ,1.6305 ,          ,8.2788 ,          ,        ,         ,        ,        ,7.566  ,        ,         ,        ,        ,        ,1.0155 ,       ,0.6280 ,       ,        ,       ,        ,           ,       ,       ,7.7814 ,        ,       ,       ,         ,           ,       ,43.65   ,          ,           ,         ,         ,       ,108.99   ,         ,        ,       ,         ,1115      ,       ,       ,         ,           ,        , 73.6    ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.423  ,3.8    ,        ,      ,         ,        , 8.212  ,         ,2.0345 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.608  ,1.6947 ,       ,        ,          ,        ,          ,        ,37.43   ,        ,     ,       ,       ,        ,       ,30.63  ,          ,        ,          ,        ,           ,      0.6583 ,         ,       ,       ,         ,    ,         ,         ,        , 6.361  ,  
2000-02-14 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5926 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.769  ,    ,              ,        ,        ,       ,    ,1.4547 ,          ,1.6435 ,          ,8.2779 ,          ,        ,         ,        ,        ,7.612  ,        ,         ,        ,        ,        ,1.0221 ,       ,0.6293 ,       ,        ,       ,        ,           ,       ,       ,7.78   ,        ,       ,       ,         ,           ,       ,43.65   ,          ,           ,         ,         ,       ,108.65   ,         ,        ,       ,         ,1128      ,       ,       ,         ,           ,        , 73.65   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.393  ,3.8    ,        ,      ,         ,        , 8.248  ,         ,2.0542 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.679  ,1.6975 ,       ,        ,          ,        ,          ,        ,37.49   ,        ,     ,       ,       ,        ,       ,30.72  ,          ,        ,          ,        ,           ,      0.6585 ,         ,       ,       ,         ,    ,         ,         ,        , 6.355  ,  
